,Unnamed: 0,Unnamed: 0.1,Package Name,App Version Code,App Version Name,Reviewer Language,Device,Review Submit Date and Time,Review Submit Millis Since Epoch,Review Last Update Date and Time,Review Last Update Millis Since Epoch,Star Rating,Review Title,Review Text,Developer Reply Date and Time,Developer Reply Millis Since Epoch,Developer Reply Text,Review Link
0,0,0,com.kai.kaiticketing,81.0,4.4.1,id,a50s,6,1622507448771,2021-06-01T00:30:48Z,1622507448771,5,,,,,,
1,1,1,com.kai.kaiticketing,,,id,ginkgo,6,1622511428428,2021-06-01T01:37:08Z,1622511428428,3,,,,,,
2,2,2,com.kai.kaiticketing,88.0,4.4.7,id,ginkgo,6,1622511544782,2021-06-01T01:39:04Z,1622511544782,5,,,,,,
3,3,3,com.kai.kaiticketing,84.0,4.4.3,id,a10s,6,1622513151807,2021-06-01T02:05:51Z,1622513151807,5,,"Sangat membantu kebutuhan saya sebagai pengguna transportasi kereta, karena tidak harus pergi ke loket stasiun untuk membeli tiket kereta api, tinggal buka hp & aplikasi kai access udh beres",,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOHUfMuaRECnJgKROIA-gBiMXH4fwFsCw_tuy2db-_BBPwfzDn1tVzjkBG7AfZWKd8IHQEDWshAgHm2G&corpus=PUBLIC_REVIEWS
4,4,4,com.kai.kaiticketing,84.0,4.4.3,id,begonia,6,1622514787636,2021-06-01T02:33:07Z,1622514787636,5,,,,,,
5,5,5,com.kai.kaiticketing,86.0,4.4.5,id,ginkgo,6,1622516327923,2021-06-01T02:58:47Z,1622516327923,5,,,,,,
6,6,6,com.kai.kaiticketing,88.0,4.4.7,id,OP4BFB,6,1622516769729,2021-06-01T03:06:09Z,1622516769729,5,,,,,,
7,7,7,com.kai.kaiticketing,64.0,4.0.1,id,a10s,6,1622519608050,2021-06-01T03:53:28Z,1622519608050,5,,,,,,
8,8,8,com.kai.kaiticketing,,,id,OP4C7D,6,1622167977711,2021-06-01T03:59:05Z,1622519945627,5,,Cari tiket jd mudah,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOGBmNF8foaUQlxrMGwS2WhuZdvv20lein5qofGWHmAEo8jdvDc-qskOD-J3QI2bgyMTuhYFRzLTfO2h&corpus=PUBLIC_REVIEWS
9,9,9,com.kai.kaiticketing,88.0,4.4.7,en,j6primelte,6,1622522716630,2021-06-01T04:45:16Z,1622522716630,5,,,,,,
10,10,10,com.kai.kaiticketing,88.0,4.4.7,id,2030,6,1622523431928,2021-06-01T04:57:11Z,1622523431928,5,,,,,,
11,11,11,com.kai.kaiticketing,85.0,4.4.4,id,meizu_M6,6,1622525150948,2021-06-01T05:25:50Z,1622525150948,5,,,,,,
12,12,12,com.kai.kaiticketing,,,id,j3xproltechn,6,1622526471288,2021-06-01T05:47:51Z,1622526471288,5,,,,,,
13,13,13,com.kai.kaiticketing,,,id,CPH1859,6,1622527167737,2021-06-01T05:59:27Z,1622527167737,5,,,,,,
14,14,14,com.kai.kaiticketing,88.0,4.4.7,en,RMX1851,6,1622531977690,2021-06-01T07:19:37Z,1622531977690,1,,"Lewat WEB ga ada masalah akun, lewat applikasi katanya belum terdaftar. Perbaiki dong",2021-06-04T13:21:48Z,1622812908359.0,"halo kak, untuk hal tersebut bisa dicoba untuk login dengan menggunakan nomor handphone ya kak",http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOF1DPNPiFZ2GsH_kcAYU-fdT-scQSTLp1Ebt0MVY5ghRAMC_KEB1HH2pxcjEATjVVbDxVnvnKdXdAMf&corpus=PUBLIC_REVIEWS
15,15,15,com.kai.kaiticketing,85.0,4.4.4,id,A57,6,1622532969337,2021-06-01T07:36:09Z,1622532969337,5,,Sangat membantu aplikasinya,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOGFM9j8V61R61qhz7z5Hk90X6hUUOey6dQZJlHCK3yeztS4zTiPtIncZSsSC8IpRRN9cnjiieovbj9L&corpus=PUBLIC_REVIEWS
16,16,16,com.kai.kaiticketing,86.0,4.4.5,id,A37f,6,1622536110750,2021-06-01T08:28:30Z,1622536110750,5,,,,,,
17,17,17,com.kai.kaiticketing,85.0,4.4.4,id,whyred,6,1622542562925,2021-06-01T10:16:02Z,1622542562925,5,,,,,,
18,18,18,com.kai.kaiticketing,84.0,4.4.3,en,a30s,6,1622542588616,2021-06-01T10:16:28Z,1622542588616,5,,,,,,
19,19,19,com.kai.kaiticketing,86.0,4.4.5,id,merlin,6,1622542628462,2021-06-01T10:17:08Z,1622542628462,5,,,,,,
20,20,20,com.kai.kaiticketing,,,id,a10,6,1622542667945,2021-06-01T10:17:47Z,1622542667945,5,,"Bagus sekali, mudah dan gk ribet, tp msh agak lemot",,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOHuVVr76bSDveNoWZueW2UGpUbZwLR4RVzkpTC4ZnZFbVuXMkQj8IN_uCZk7v2qKB0ed8PWkv3kMAkP&corpus=PUBLIC_REVIEWS
21,21,21,com.kai.kaiticketing,81.0,4.4.1,id,a30,6,1622543051388,2021-06-01T10:24:11Z,1622543051388,5,,Sangat membantu,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOHQGvaWt-rjg2HR2QtxDiH7sXG8MhxhGnW2LvuIfqKX1MCq2Fhnxr7xmhYegVyPLGU2mLJxZ0sk8sWv&corpus=PUBLIC_REVIEWS
22,22,22,com.kai.kaiticketing,86.0,4.4.5,id,m20lte,6,1622544252456,2021-06-01T10:44:12Z,1622544252456,5,,Intinya ok aja lah,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOGH1ZB5qAi4_NSdK80LTDA_0i4nSQigr2tIB0xRgE9AwvFnOCaEDJGaMgxZKHYpEc46Uk_GVSEiQ21a&corpus=PUBLIC_REVIEWS
23,23,23,com.kai.kaiticketing,86.0,4.4.5,id,a11q,6,1622544266172,2021-06-01T10:44:26Z,1622544266172,4,,,,,,
24,24,24,com.kai.kaiticketing,85.0,4.4.4,id,a30s,6,1622544568001,2021-06-01T10:49:28Z,1622544568001,5,,,,,,
25,25,25,com.kai.kaiticketing,,,id,OP4F25L1,6,1561792007076,2021-06-01T10:50:39Z,1622544639552,5,,"No HP saya salah min, satu digit di belakang. Tapi gk bisa diperbarui 😱",,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOHkeHm_YfQas9oGQsSxy5ecw9_x2UPp7t0aVo_rwW1stQHvMdHbok8ETsDveWxmc0QWjSwutQN8wQiV&corpus=PUBLIC_REVIEWS
26,26,26,com.kai.kaiticketing,81.0,4.4.1,id,a11q,6,1622544911290,2021-06-01T10:55:11Z,1622544911290,4,,,,,,
27,27,27,com.kai.kaiticketing,64.0,4.0.1,en,a50,6,1622545004444,2021-06-01T10:56:44Z,1622545004444,1,,,,,,
28,28,28,com.kai.kaiticketing,,,id,a01q,6,1622545158589,2021-06-01T10:59:18Z,1622545158589,5,,,,,,
29,29,29,com.kai.kaiticketing,87.0,4.4.6,id,crownlte,6,1622546501917,2021-06-01T11:21:41Z,1622546501917,5,,,,,,
30,30,30,com.kai.kaiticketing,84.0,4.4.3,id,a10s,6,1622546640966,2021-06-01T11:24:00Z,1622546640966,5,,,,,,
31,31,31,com.kai.kaiticketing,87.0,4.4.6,id,OP4C77L1,6,1622546689598,2021-06-01T11:24:49Z,1622546689598,5,,,,,,
32,32,32,com.kai.kaiticketing,81.0,4.4.1,id,a21s,6,1622546712281,2021-06-01T11:25:12Z,1622546712281,5,,,,,,
33,33,33,com.kai.kaiticketing,81.0,4.4.1,id,ginkgo,6,1622548467440,2021-06-01T11:54:27Z,1622548467440,5,,,,,,
34,34,34,com.kai.kaiticketing,81.0,4.4.1,id,CPH1819,6,1622548666954,2021-06-01T11:57:46Z,1622548666954,5,,,,,,
35,35,35,com.kai.kaiticketing,88.0,4.4.7,en,a02q,6,1622548920588,2021-06-01T12:02:00Z,1622548920588,5,,,,,,
36,36,36,com.kai.kaiticketing,88.0,4.4.7,en,vince,6,1622549833969,2021-06-01T12:17:13Z,1622549833969,5,,,,,,
37,37,37,com.kai.kaiticketing,73.0,4.3.3,id,rosy,6,1622549979443,2021-06-01T12:19:40Z,1622549980491,4,,,,,,
38,38,38,com.kai.kaiticketing,73.0,4.3.3,id,a10s,6,1622550306016,2021-06-01T12:25:06Z,1622550306016,4,,Baik,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOFYdczib6lh-6qqkLt1dprJA-zq9Lc5lrAYCYxpNdP_Syaf9CxznggdfD66oCf3sT88XYMYpel8zGO5&corpus=PUBLIC_REVIEWS
39,39,39,com.kai.kaiticketing,88.0,4.4.7,id,ugg,6,1622550379191,2021-06-01T12:26:19Z,1622550379191,4,,,,,,
40,40,40,com.kai.kaiticketing,81.0,4.4.1,en,j7y17lte,6,1622550901396,2021-06-01T12:35:01Z,1622550901396,4,,,,,,
41,41,41,com.kai.kaiticketing,88.0,4.4.7,id,RECE4244,6,1622550963226,2021-06-01T12:36:03Z,1622550963226,5,,,,,,
42,42,42,com.kai.kaiticketing,88.0,4.4.7,id,h6198,6,1622553688851,2021-06-01T13:21:28Z,1622553688851,5,,,,,,
43,43,43,com.kai.kaiticketing,,,id,ADVAN_TAB_7,6,1622555480713,2021-06-01T13:51:20Z,1622555480713,5,,WIPOL 64 caplang,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOHb7Zipen2FpFG8jdnd6l75KQewnG1kH8MdsPGsyucIOafg5NRytdxKvxehiIpE6IqxG1CJKtZ4sgXr&corpus=PUBLIC_REVIEWS
44,44,44,com.kai.kaiticketing,73.0,4.3.3,id,a50,6,1622555567864,2021-06-01T13:52:47Z,1622555567864,5,,,,,,
45,45,45,com.kai.kaiticketing,88.0,4.4.7,id,a10s,6,1622555732601,2021-06-01T13:55:32Z,1622555732601,5,,"Ok, bagus dan membantu sekali...",,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOG8Cdnfu2amLj1rQQ1B09dhKGfPgBphC3zhtFHm3ET6zc5HJYN8oXrC6XOBEhzNmIDg4RlcJi-9K6el&corpus=PUBLIC_REVIEWS
46,46,46,com.kai.kaiticketing,88.0,4.4.7,en,a70q,6,1622561030959,2021-06-01T15:23:50Z,1622561030959,5,,,,,,
47,47,47,com.kai.kaiticketing,73.0,4.3.3,id,j6lte,6,1622562513164,2021-06-01T15:48:33Z,1622562513164,5,,mantap,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOFalJvsYRJeRpfPD8E7sYz3CYIW4uZaqbbyEoSzJRuAej3TELkGsE4DoSsECnOXIOKxSXE_TbdO-kgA&corpus=PUBLIC_REVIEWS
48,48,48,com.kai.kaiticketing,,,id,a52q,6,1622563220925,2021-06-01T16:00:20Z,1622563220925,5,,,,,,
49,49,49,com.kai.kaiticketing,88.0,4.4.7,id,a10s,6,1622563803581,2021-06-01T16:10:03Z,1622563803581,5,,Tiket digengaman tak perlu ngantri.,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOGU_zfJ2AWQQ05WPlfV2GJWvNpk2yBvovppsrF3Me-AACWNDgE0q-UxRT5wd16sPxzfFggex77TIB0r&corpus=PUBLIC_REVIEWS
50,50,50,com.kai.kaiticketing,88.0,4.4.7,id,OP4BFB,6,1622569204370,2021-06-01T17:40:04Z,1622569204370,1,,"Susah buat daftar , padahal kata sandi Gmail benar.",2021-06-04T13:21:02Z,1622812862860.0,"halo kak, untuk daftar sandinya pakai sandi yang didaftarkan di aplikasi ya kak, bukan sandi untuk emailnya",http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOHIvYSH2A-VGakqLSs85poC91wn5Zd3GMC8IbUWXLn1cV1JQjScckRxU9ro0Rn06TYYT3GUNV-D2iok&corpus=PUBLIC_REVIEWS
51,51,51,com.kai.kaiticketing,85.0,4.4.4,en,crownlte,6,1622582152626,2021-06-01T21:15:52Z,1622582152626,4,,,,,,
52,52,52,com.kai.kaiticketing,81.0,4.4.1,id,CPH1901,6,1622585701262,2021-06-01T22:15:01Z,1622585701262,5,,,,,,
53,53,53,com.kai.kaiticketing,,,id,CPH1819,6,1622586545281,2021-06-01T22:29:05Z,1622586545281,5,,Mantab..mempermudah perjalanan saya,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOEdRgXlQAMA0jnS6Lh3nAlDHuiiQINBWjsvdzp1D0AW2OMtZTQC5OCHLwELlSiUXw-FB_I4PMCY0SsA&corpus=PUBLIC_REVIEWS
54,54,54,com.kai.kaiticketing,84.0,4.4.3,en,1802,6,1622586627267,2021-06-01T22:30:27Z,1622586627267,5,,Good service,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOGkL5LBoPJTlEJYuNgkLy6-34NRJJYDebRO5TnETrAsWla0IRSYzhOxuGrtpxhknKn-W14BAnVrnZ6t&corpus=PUBLIC_REVIEWS
55,55,55,com.kai.kaiticketing,88.0,4.4.7,id,a20,6,1622593707115,2021-06-02T00:28:27Z,1622593707115,5,,,,,,
56,56,56,com.kai.kaiticketing,88.0,4.4.7,id,a50s,6,1622594046962,2021-06-02T00:34:06Z,1622594046962,4,,Bagus dan nyaman,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOH99HKApwiP_KoV_eCl40etFpiCVmu7dwS39kuymE4EWO9qDYF_eeZ1E8NuOK7kK2z_o7u7KBBlNAZ4&corpus=PUBLIC_REVIEWS
57,57,57,com.kai.kaiticketing,88.0,4.4.7,id,hl3g,6,1559184835574,2021-06-02T01:00:39Z,1622595639549,5,,"Bingung Ama pembayarannya, tambahin ATM BCA juga lah",,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOGeZN0a09ZdeWPj3e9-VsSi084SvRpFEFw2dKO6Wg-S8boqhJUlmh-LfYjgSp7Zbv4Hl8c02iJzQNra&corpus=PUBLIC_REVIEWS
58,58,58,com.kai.kaiticketing,81.0,4.4.1,id,a11q,6,1622596211356,2021-06-02T01:10:11Z,1622596211356,5,,Memuaskan,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOFNUef0OzifJWaDMbr_3rKIEap8GzynLOdxaC9CdE1f7hZkcjdWesh5sQaa5AhH7iQYtZTqHPiYM-KL&corpus=PUBLIC_REVIEWS
59,59,59,com.kai.kaiticketing,88.0,4.4.7,id,grandpplte,6,1622596499748,2021-06-02T01:14:59Z,1622596499748,5,,,,,,
60,60,60,com.kai.kaiticketing,86.0,4.4.5,en,a71,6,1622596689373,2021-06-02T01:18:09Z,1622596689373,3,,,,,,
61,61,61,com.kai.kaiticketing,,,id,lavender,6,1622596902006,2021-06-02T01:21:42Z,1622596902006,5,,top,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOGHHnOdhAO0l3PF-1zIjlKja_wLjQVC3zNzvZ1vaIpvSOiBoNUVKUioPbqiJCS_dpI4QwvdBubRVvVV&corpus=PUBLIC_REVIEWS
62,62,62,com.kai.kaiticketing,88.0,4.4.7,id,a6plte,6,1622599838930,2021-06-02T02:10:38Z,1622599838930,5,,Aplikasi ini sangat membantu untuk beli tiket lebih mudah tanpa harus antri ...,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOFjh79Ii_mLxMmEWF4MSn1IRUE0fTgG3xhsx4hWqHz13D_jK-K8HtoSMaCbUw3AY90CRTj_exdJYp_2&corpus=PUBLIC_REVIEWS
63,63,63,com.kai.kaiticketing,85.0,4.4.4,id,a20s,6,1622600453387,2021-06-02T02:20:53Z,1622600453387,3,,"Baik, puas karrna bersih, nyaman dan tepat waktu",,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOE6OZU-MgJvs9d2nMGqQZw2AVpl31JPvOCAq-41veXlsNXB0tL6f1C8HeTFIde8C3KoQQ4KGbIYc1hp&corpus=PUBLIC_REVIEWS
64,64,64,com.kai.kaiticketing,88.0,4.4.7,id,lime,6,1622445254836,2021-06-02T03:52:59Z,1622605979352,1,,"Sebenernya enak klo pesen pake app, tp klo sistem app nya bagus, ya gk ada kendala, ini sistemnya jelek bgt, ribet bgt, untuk pembayarannya ribettttt bgt, saya sudah bayar pake linkaja sebelum batas waktunya tp gk ada notif yang masuk ke app ini, sampai waktunya habis dan batal sendiri, mana cs nya lambat bgt penangananya, padahal pesen tiket buat interview kerja diluar kota, ini tiket gk dapt uang hilang kerjaan juga hilang 😕",2021-06-04T13:19:42Z,1622812782823.0,"halo kak, mohon maaf ya kak, untuk uang yang sudah terpotong namun tiket belum didapat, nanti uang akan dikembalikan H+1 dari transaksi ya kak, kalau belum kembali juga silahkan hub kami di email cs@kai.id atau twitter @kai121 ya kak",http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOHF1-m8T9v_NI08H_zfEVyh3QkpjHeNkdvq2QsodtC7DcisAZvn4vc2xIN7FBORdNIkXsPLA1X-STLn&corpus=PUBLIC_REVIEWS
65,65,65,com.kai.kaiticketing,88.0,4.4.7,id,RMX1971,6,1622609567104,2021-06-02T04:52:47Z,1622609567104,1,,"Ga bisa buat pesen tambahan tiket, dengan nama yang berbeda dari akun",2021-06-04T13:17:55Z,1622812675780.0,"halo kak, untuk kereta lokal tidak bisa ya kak, namun untuk kereta jarak jauh hal tersebut memungkinkan",http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOFCEA-6H0CwIT57pWUC5IdprQ2nkA-AefwbSp3qaUKYUnob21CWmrioRNrrkeHMLO_YryCflTi63uF4&corpus=PUBLIC_REVIEWS
66,66,66,com.kai.kaiticketing,84.0,4.4.3,id,dreamlte,6,1622610207214,2021-06-02T05:03:27Z,1622610207214,5,,,,,,
67,67,67,com.kai.kaiticketing,88.0,4.4.7,id,OP4B79L1,6,1622611652166,2021-06-02T05:27:32Z,1622611652166,5,,,,,,
68,68,68,com.kai.kaiticketing,88.0,4.4.7,id,lancelot,6,1622611673970,2021-06-02T05:27:53Z,1622611673970,5,,,,,,
69,69,69,com.kai.kaiticketing,86.0,4.4.5,id,1727ID,6,1622611676484,2021-06-02T05:27:56Z,1622611676484,5,,,,,,
70,70,70,com.kai.kaiticketing,88.0,4.4.7,id,a02q,6,1622611682606,2021-06-02T05:28:02Z,1622611682606,5,,,,,,
71,71,71,com.kai.kaiticketing,88.0,4.4.7,id,a50,6,1622611683629,2021-06-02T05:28:03Z,1622611683629,5,,,,,,
72,72,72,com.kai.kaiticketing,88.0,4.4.7,id,a50,6,1565126225133,2021-06-02T05:28:28Z,1622611708964,5,,Fitur semakin menarik,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOE2unOHw5AmDAtwE8KpPO8babyU_bDZ0C8jGcsn1AGAX7iNnGO2ovZNth2P1e0n0rN9TaCnnww3VSR6&corpus=PUBLIC_REVIEWS
73,73,73,com.kai.kaiticketing,,,id,RMX1921,6,1622611791459,2021-06-02T05:29:51Z,1622611791459,5,,,,,,
74,74,74,com.kai.kaiticketing,88.0,4.4.7,id,1601,6,1622611807696,2021-06-02T05:30:07Z,1622611807696,1,,Mau daftar tapi no hp nya udh ke daftar terus padahal belum pernah daftar 😰,2021-06-04T13:17:12Z,1622812632001.0,"halo kak, untuk hal tersebut bisa langsung ditanyakan ke email kami kak di cs@kai.id atau twitter @kai121, nanti akan kami bantu",http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOFVEuAZtMPQ4RnIYX5fsj8yK4j3Fosjjr3xEicw0sMxfLkH394_93OctlQx2T4RzBMTNgBSsKUCD7n5&corpus=PUBLIC_REVIEWS
75,75,75,com.kai.kaiticketing,88.0,4.4.7,id,a7y17lte,6,1622612080239,2021-06-02T05:34:40Z,1622612080239,5,,Sangat mudah di gunakan,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOGOqOjFWI2TPqIGpHTu5PgjkBylzXQgvFhHn9Bu11ZOXtF9EhJ3VGcTAGkfH4B2YoOz22i9a-VnKq9B&corpus=PUBLIC_REVIEWS
76,76,76,com.kai.kaiticketing,,,id,RMX1851,6,1622612613275,2021-06-02T05:43:33Z,1622612613275,5,,Mantap,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOF6wiGzh4UfDtAa59bFhqmkbb5ki_pG9ZGlsUXEwtl91Oyw7VIbudoTOCqo8F2WIwlSHg7k6RRcsioF&corpus=PUBLIC_REVIEWS
77,77,77,com.kai.kaiticketing,81.0,4.4.1,id,begonia,6,1622613090734,2021-06-02T05:51:30Z,1622613090734,5,,,,,,
78,78,78,com.kai.kaiticketing,88.0,4.4.7,id,sweet,6,1622613141008,2021-06-02T05:57:27Z,1622613447018,5,,"Sangat membantu, kita bisa beli tiket dimana saja, kapan saja & mudah untuk pembayaran, selain itu kita juga bisa memilih tempat duduk sendiri, Terimakasih KAI Access.",,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOGfvWMw6FGzPfDfHJKs8je4rKVj_FI35pStJLq7EsrxbSOLl6_Pdp8qUZ5DzgGpeqc-yzXQ4wtffrNe&corpus=PUBLIC_REVIEWS
79,79,79,com.kai.kaiticketing,88.0,4.4.7,id,A37f,6,1622613690379,2021-06-02T06:01:30Z,1622613690379,1,,"Ini tiket kai knp sih, udah di updata malah memberatkan.. Udah lemot banget, kalo di update makin lemot, mending jgn diperbarui deh.. Saya mau pilih kursi aja, sampe g bisa2",2021-06-04T13:16:17Z,1622812577605.0,"halo kak, versi android juga mempengaruhi perforrma handphone ya kak",http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOGYnmGqqkozOF6UVA5h_9dezIoik76uSFt8lKgeneTmy11dhc_b2xYHBIng1HHnuE4albJzLKAD-V5S&corpus=PUBLIC_REVIEWS
80,80,80,com.kai.kaiticketing,88.0,4.4.7,en,j7xelte,6,1622616196265,2021-06-02T06:43:16Z,1622616196265,5,,,,,,
81,81,81,com.kai.kaiticketing,88.0,4.4.7,id,a31,6,1622616756905,2021-06-02T06:52:36Z,1622616756905,2,,"Pembatalan harusnya uangnya langsung kembali tanpa menunggu 30 hari, karena nilainya sudah dipotong biaya Pembatalan.",2021-06-04T13:15:23Z,1622812523818.0,"halo kak, uang refund dari pembatalan diproses 30-45 setelah pembatalan ya kak",http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOERt14MYb2BcCB5JWvCzW-DeKrb2SXliNu9_Oc6GOmoqN3PdhN1TbehtV45q-Wz8k3zRwNWE6RMcRCT&corpus=PUBLIC_REVIEWS
82,82,82,com.kai.kaiticketing,81.0,4.4.1,id,joyeuse,6,1622616895503,2021-06-02T06:54:55Z,1622616895503,5,,,,,,
83,83,83,com.kai.kaiticketing,88.0,4.4.7,id,a51,6,1622617218478,2021-06-02T07:00:18Z,1622617218478,1,,Kok jadwalnya gak ada sih?,2021-06-04T13:14:38Z,1622812478989.0,"halo kak, jadwal dari mana ke mana ya kak? rencana keberangkatan tanggal berapa?",http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOEWlITQ5ahVytz0Kl_lAOJOId2fbw3s2KSgqp4sHaK1nYisOXXIuyKd099itHSTyM8ZSAZL_aTtRd03&corpus=PUBLIC_REVIEWS
84,84,84,com.kai.kaiticketing,84.0,4.4.3,id,B26D2H,6,1622618912140,2021-06-02T07:28:32Z,1622618912140,5,,,,,,
85,85,85,com.kai.kaiticketing,,,id,a21s,6,1622619913604,2021-06-02T07:45:13Z,1622619913604,5,,,,,,
86,86,86,com.kai.kaiticketing,88.0,4.4.7,id,a51,6,1622625300350,2021-06-02T09:15:00Z,1622625300350,5,,,,,,
87,87,87,com.kai.kaiticketing,88.0,4.4.7,id,on7xelte,6,1622627604584,2021-06-02T09:53:24Z,1622627604584,4,,Kenapa susah sekali mau pesan kereta,2021-06-04T13:14:14Z,1622812454847.0,"halo kak, kendala susah pesan keretanya seperti apa ya kak? bisa diinfokan lebih detil kembali?",http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOHZDooT_4nbuK1jydnQ4GHM3QJ_tlW00rSwCcwDiYsr3xvCus7di62cC8lnSl-12lqfzhCV0n5KoM8Q&corpus=PUBLIC_REVIEWS
88,88,88,com.kai.kaiticketing,88.0,4.4.7,en,a02q,6,1622628418980,2021-06-02T10:06:58Z,1622628418980,5,,,,,,
89,89,89,com.kai.kaiticketing,,,id,1724,6,1622628748282,2021-06-02T10:12:28Z,1622628748282,5,,,,,,
90,90,90,com.kai.kaiticketing,88.0,4.4.7,id,OP4F2F,6,1622629010555,2021-06-02T10:16:50Z,1622629010555,2,,Lemott,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOELPX2pXRmAN-c18-xPhGBC8cpK7tH3t-m1uZZ_GB1k0ZtFywhu-HXdKlktH-ICHdmnZp1BbeCnyV9T&corpus=PUBLIC_REVIEWS
91,91,91,com.kai.kaiticketing,88.0,4.4.7,id,a51,6,1622629454940,2021-06-02T10:24:14Z,1622629454940,5,,,,,,
92,92,92,com.kai.kaiticketing,88.0,4.4.7,id,OP4BFB,6,1622631146259,2021-06-02T10:52:26Z,1622631146259,1,,,,,,
93,93,93,com.kai.kaiticketing,77.0,4.3.7,id,OP4C7D,6,1622631827412,2021-06-02T11:03:47Z,1622631827412,1,,Saya wktu itu cancel tiket uda pembatalan suru kasi no.rek nanti katanya uang balik brp persen tp sepersepun ga balik mana aku pesennya banyak mahal lg Krn trlalu sibuk krj blm keurus males ribet lah yauda saya ikhlasin,2021-06-04T13:13:18Z,1622812398449.0,"halo kak, untuk refund uang pembatalan akan dilakukan dari 30 - 45 hari setelah pembatalan tiket ya kak, mohon ditunggu. apabila refund belum masuk ke rekening, silahkan hubungi email kami di cs@kai.id untuk bantuan lebih lanjut ya kak",http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOFio7oAHrwF0XIMP0Fyd8xb8L-laCaN9HJrIBgFFe2dX1lEuL1HnDZasuJnxtNcLsM604jZ7-GhjuIK&corpus=PUBLIC_REVIEWS
