,Unnamed: 0,Unnamed: 0.1,Package Name,App Version Code,App Version Name,Reviewer Language,Device,Review Submit Date and Time,Review Submit Millis Since Epoch,Review Last Update Date and Time,Review Last Update Millis Since Epoch,Star Rating,Review Title,Review Text,Developer Reply Date and Time,Developer Reply Millis Since Epoch,Developer Reply Text,Review Link
10,10,10,com.kai.kaiticketing,88.0,4.4.7,id,OP4883,9,1630478486462,2021-09-01T06:41:26Z,1630478486462,5,,,,,,
11,11,11,com.kai.kaiticketing,88.0,4.4.7,id,OP4B80L1,9,1630479143846,2021-09-01T06:52:23Z,1630479143846,5,,Bagus sekali dan bermanfaat,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOFMMzR9iXqY4pjGMrUpTVg9sgXMrA93eK0OawVSw-3RvqVoVlyRAQbNxDQCRb9NqMIgKo0JL1pnVcEl&corpus=PUBLIC_REVIEWS
12,12,12,com.kai.kaiticketing,,,id,joyeuse,9,1630479512785,2021-09-01T06:58:32Z,1630479512785,5,,,,,,
13,13,13,com.kai.kaiticketing,88.0,4.4.7,id,CPH1819,9,1630481628378,2021-09-01T07:33:48Z,1630481628378,5,,,,,,
14,14,14,com.kai.kaiticketing,,,en,ginkgo,9,1630484132467,2021-09-01T08:15:32Z,1630484132467,1,,,,,,
15,15,15,com.kai.kaiticketing,93.0,4.6.0,id,Infinix-X680B,9,1629522079578,2021-09-01T10:03:55Z,1630490635393,1,,Ini gimana ...mau ganti nomor hp kok enggak bisa .....kereta gantung kali ....,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOGTnpRYjn36k8UIxdJ8l58FIFmN1PaUxg6iQDwNLBLbAZfOmnf5OKr0XrobSErVOZaewOX-ibbbZRMg&corpus=PUBLIC_REVIEWS
16,16,16,com.kai.kaiticketing,88.0,4.4.7,id,2030,9,1630491959713,2021-09-01T10:25:59Z,1630491959713,5,,,,,,
17,17,17,com.kai.kaiticketing,92.0,4.5.1,id,a52q,9,1519473419015,2021-09-01T11:17:01Z,1630495021319,5,,Setelah diperbarui tdk bisa milih lokasi tempat duduk... 😕😕,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOHb0Gc8yS5DIQ0yNL5x0TPP3j5R2TvT2xcLYYsvRtqc0yEiYnBOAdXiy5RGHHnxilf0DjoO9oGkmncU&corpus=PUBLIC_REVIEWS
18,18,18,com.kai.kaiticketing,93.0,4.6.0,id,CPH1909,9,1630498191570,2021-09-01T12:09:51Z,1630498191570,5,,,,,,
19,19,19,com.kai.kaiticketing,93.0,4.6.0,id,OP4F2F,9,1630501645705,2021-09-01T13:07:25Z,1630501645705,1,,Ini kok ngak bisa ya sudah mau bayar malah jge hang aplikadinya lagi erorkah atau bagaimana .? Udang10 x lebih mencoba tapi ngak jisa mohon penejelasannya.,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOEVcyZAGTfpq0tmug82ptx3IxUzp2TYZv9dmZse-EjWNnUWumtvREAq9Z871MH8J60tzcmN4HcOyvP_&corpus=PUBLIC_REVIEWS
20,20,20,com.kai.kaiticketing,92.0,4.5.1,en,HWPAR,9,1630502640890,2021-09-01T13:24:00Z,1630502640890,5,,,,,,
21,21,21,com.kai.kaiticketing,93.0,4.6.0,id,rolex,9,1630508762007,2021-09-01T15:06:02Z,1630508762007,5,,,,,,
22,22,22,com.kai.kaiticketing,92.0,4.5.1,id,lancelot,9,1630516503089,2021-09-01T17:15:03Z,1630516503089,5,,,,,,
23,23,23,com.kai.kaiticketing,93.0,4.6.0,en,lmi,9,1630538860924,2021-09-01T23:27:40Z,1630538860924,3,,"Update terbaru ni msh eror ya, ketika milih jadwal kereta dan menscrol jadwal kebawah ada jadwal jam keberangkatan yang tidak terlihat, tertumpuk-tumpuk jadwalnya",,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOFIgDOT4TmUp2lvA-V4j8NAxUX9mTjPQ2z1nfEGx2sprEWhfJ0HBQtAfiShd_fkyVyF32gx1Fua1gp7&corpus=PUBLIC_REVIEWS
24,24,24,com.kai.kaiticketing,92.0,4.5.1,id,lancelot,9,1630539993025,2021-09-01T23:46:33Z,1630539993025,5,,Kadang saya sulit mengakses,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOGmI5D5HeuoJPI5HE0Vgu8mmxLLob_iIkcrMUGB49nuJEXDcl_ivIpVQfJeQhQRJCkCHOAO08T7R3Th&corpus=PUBLIC_REVIEWS
25,25,25,com.kai.kaiticketing,,,id,OP4F2F,9,1630540956109,2021-09-02T00:02:36Z,1630540956109,1,,dari tanjung karang ke kotabumi aja pake antigen saya sudah belain vaksin cuma buat naik kreta aja ke kotabumi udah 2x pertama di suruh pake vaksin min pertama oke saya vaksin kedepannya saya mau naik lagi malah suruh antigen lagi kecewa banget sama perkeretaapian sekarang,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOFrH6KM0WEIegnH5ubP-4VwukQP_9ZrRyNVfVydbVrG9EEyzl08Uf5PiBENwcCeG6Wqnw_aqFMDvLNC&corpus=PUBLIC_REVIEWS
26,26,26,com.kai.kaiticketing,93.0,4.6.0,id,meizu_M6,9,1630542745011,2021-09-02T00:32:25Z,1630542745011,2,,"Aplikasi membantu bgt, tapi sayang kenapa harga kereta pasundan mahal bgt sih. Dulu ngga nyampe 100rb skrng naik 2 kali lipat",,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOE_e7XD4vdeBH5-3oZcodE7FucGTpxSV4_jUz-0Pz7PfN0fwZ2BfWFuh2v93ww4W4nr7Eenkr6p-Sgj&corpus=PUBLIC_REVIEWS
27,27,27,com.kai.kaiticketing,88.0,4.4.7,id,CPH1823,9,1630543453436,2021-09-02T00:44:13Z,1630543453436,5,,,,,,
28,28,28,com.kai.kaiticketing,88.0,4.4.7,id,A37f,9,1630547667783,2021-09-02T01:54:27Z,1630547667783,4,,,,,,
29,29,29,com.kai.kaiticketing,88.0,4.4.7,id,a7y18lte,9,1630547682693,2021-09-02T01:54:42Z,1630547682693,5,,,,,,
30,30,30,com.kai.kaiticketing,92.0,4.5.1,id,OP4EEA,9,1630549526652,2021-09-02T02:25:26Z,1630549526652,5,,"Kereta api Penataran/dhoho masih beroperasi gak sih? Tolong dibantu informasinya,,,",,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOHiqNb1jOuKqsDrC5V-6uxKtXZy_ni1adzOfK5KsjHE_LqA4vDdkKCnSMpBcIOVucSZVKHqQlVNLhQw&corpus=PUBLIC_REVIEWS
31,31,31,com.kai.kaiticketing,93.0,4.6.0,en,starlte,9,1630551954754,2021-09-02T03:05:54Z,1630551954754,3,,Kok tampilan jadwalnya berbayang bayang gini ya?,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOEQJErvBp3aHdcHrWh79tPIz3PbX3ffIIaH7C39cA1qqPHsACocwYhzSkVD_P99J540loQYnII7eRf1&corpus=PUBLIC_REVIEWS
32,32,32,com.kai.kaiticketing,93.0,4.6.0,id,HWLDN-Q,9,1630556310838,2021-09-02T04:18:30Z,1630556310838,1,,Ini kenapa ya kok gak bisa pesan tiket kereta dan gak bisa di buka tanggal x gak ada jadualx mau naik kereta aja susah banget,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOGVW_eaKmt_VTjg3KERD_iBWeZKNDlp29lynPkQad5kzaqnMjeHvVM9M5jYKUFQaskeOYvzIpaTnui1&corpus=PUBLIC_REVIEWS
33,33,33,com.kai.kaiticketing,92.0,4.5.1,id,a12,9,1630559306785,2021-09-02T05:08:26Z,1630559306785,5,,,,,,
34,34,34,com.kai.kaiticketing,88.0,4.4.7,en,OP4863,9,1630560034465,2021-09-02T05:20:34Z,1630560034465,5,,,,,,
35,35,35,com.kai.kaiticketing,93.0,4.6.0,id,ginkgo,9,1578469535850,2021-09-02T07:52:08Z,1630569128775,5,,"Kenapa setelah update terbaru ,membuka jadwal kereta menumpuk,sehingga bingung mana kursi yang kosong ,mhn diperbaiki🙏",,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOE-MVYLdkyWdbb5iJwgkpyh73uoffAPriiv3sCLVSmg14NVidNNKGIYMrZkHdQIUP1AaOR4WzkFNYy6&corpus=PUBLIC_REVIEWS
36,36,36,com.kai.kaiticketing,93.0,4.6.0,id,begonia,9,1630576541280,2021-09-02T09:55:41Z,1630576541280,4,,,,,,
37,37,37,com.kai.kaiticketing,90.0,4.4.9,id,m51,9,1630579163751,2021-09-02T10:39:23Z,1630579163751,5,,,,,,
38,38,38,com.kai.kaiticketing,93.0,4.6.0,id,lancelot,9,1630581080875,2021-09-02T11:11:20Z,1630581080875,5,,,,,,
39,39,39,com.kai.kaiticketing,93.0,4.6.0,en,lavender,9,1630583796334,2021-09-02T11:56:36Z,1630583796334,1,,Why the apps always time out?so dissapointed to people who use train to going everywhere,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOGxLrySkBEHQaKz2FqoSamlrn0h1hqLtJXHUR4-Z6qmmm3uMwhFhi7qSkbDlx4vJAtufKi5aJCW_35j&corpus=PUBLIC_REVIEWS
40,40,40,com.kai.kaiticketing,88.0,4.4.7,en,CPH1823,9,1630583898798,2021-09-02T11:58:18Z,1630583898798,5,,,,,,
41,41,41,com.kai.kaiticketing,,,id,a20s,9,1630584871974,2021-09-02T12:14:31Z,1630584871974,4,,,,,,
42,42,42,com.kai.kaiticketing,88.0,4.4.7,en,a30s,9,1630587380460,2021-09-02T12:56:20Z,1630587380460,5,,,,,,
43,43,43,com.kai.kaiticketing,,,id,1804,9,1617941260995,2021-09-02T12:56:33Z,1630587393652,1,,Lelet aplikasinya,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOEiRIikpd_RCKvyo9w1yuG4dHeBC7VlazRsl4cAvukd-0zvnzkEzlYFdLPVQTHEgkuyLWANLdfoidg6&corpus=PUBLIC_REVIEWS
44,44,44,com.kai.kaiticketing,92.0,4.5.1,en,apollo,9,1542338602312,2021-09-02T14:07:00Z,1630591620762,4,,"Payah, buat login aja ga bisa malah app nya stopping terus",,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOG3-gXbzh7NcMlwtsQrVQBIonQVJy0xXdrLvOaKIX-zFFnC4bPLmP5uLNsK2vb8bWmxuxBRzNMOp-R1&corpus=PUBLIC_REVIEWS
45,45,45,com.kai.kaiticketing,88.0,4.4.7,id,j6lte,9,1630599320558,2021-09-02T16:15:20Z,1630599320558,5,,,,,,
46,46,46,com.kai.kaiticketing,88.0,4.4.7,id,a52q,9,1630605496641,2021-09-02T17:58:16Z,1630605496641,5,,,,,,
47,47,47,com.kai.kaiticketing,88.0,4.4.7,id,2025,9,1630617602196,2021-09-02T21:20:02Z,1630617602196,5,,,,,,
48,48,48,com.kai.kaiticketing,92.0,4.5.1,id,1807,9,1630624704720,2021-09-02T23:18:24Z,1630624704720,5,,,,,,
49,49,49,com.kai.kaiticketing,93.0,4.6.0,en,merlin,9,1630627244464,2021-09-03T00:00:44Z,1630627244464,5,,,,,,
50,50,50,com.kai.kaiticketing,93.0,4.6.0,id,RMX1941,9,1630629055439,2021-09-03T00:30:55Z,1630629055439,5,,,,,,
51,51,51,com.kai.kaiticketing,92.0,4.5.1,id,1807,9,1630646786722,2021-09-03T05:26:26Z,1630646786722,5,,Ok Mantap,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOHcdfD2B6jL6__E8h7AUWvwy5jM04w3QM_XnIX_HysYFyq6c88Cqemn3OhO9RimiS6SZ_bARg5JlW7d&corpus=PUBLIC_REVIEWS
52,52,52,com.kai.kaiticketing,,,id,j5y17ltedx,9,1630648032063,2021-09-03T05:47:12Z,1630648032063,1,,klo ada nilai bintang dibawah satu pntes buat nilai apk GA JLASSS....pembaruan muluuu bkan tmbah bnerrr malahhh RUSAKKKKKK....cek jadwal keberangkatan hasil kosong di tambahhh garis2 BERTUMPUKKKKk..buang2 kuota..👎👎,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOEtCB_haDvjh8w87Zfqa5alusbEFamqY43k6zC_IYrGDYufmPDQjG3gDp2MnR2KUSThCK9QUerdEN1Y&corpus=PUBLIC_REVIEWS
53,53,53,com.kai.kaiticketing,90.0,4.4.9,id,Infinix-X690B,9,1630649232097,2021-09-03T06:07:12Z,1630649232097,5,,,,,,
54,54,54,com.kai.kaiticketing,93.0,4.6.0,id,j6lte,9,1630649481018,2021-09-03T06:11:21Z,1630649481018,5,,Memudahkan perjalanan kami KE KAMPUNG TERCINTA .. tks KAI,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOG2hKDtNjXOzbeSciGfJUYTOHKeYRGsyq7U8CMgF-QDp_6OzY23uc39c5QJVB0YMcPqgdwU-K9VYzlE&corpus=PUBLIC_REVIEWS
55,55,55,com.kai.kaiticketing,92.0,4.5.1,id,OP4B79L1,9,1630650318967,2021-09-03T06:25:18Z,1630650318967,5,,,,,,
56,56,56,com.kai.kaiticketing,90.0,4.4.9,id,on7xelte,9,1630650575462,2021-09-03T06:29:35Z,1630650575462,5,,,,,,
57,57,57,com.kai.kaiticketing,93.0,4.6.0,id,OP4883,9,1630656184238,2021-09-03T08:03:04Z,1630656184238,1,,Ini aplikasi rusak. Hang lalu close tiba2,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOFc4cVf8nqvy-4cN5bKQrspxcyTGgV-JbvzpRY_3hEP3-lV6715iHOKCElOROPTIyU5qtKtcR1jA-RZ&corpus=PUBLIC_REVIEWS
58,58,58,com.kai.kaiticketing,93.0,4.6.0,id,CPH1609,9,1630657225679,2021-09-03T08:20:25Z,1630657225679,3,,"mohon maaf saya mau login aplikasi kok tidak bisa ya setelah diupdate.. padahal email sama passwordnya sudah sesuai dgn yg saya daftarkan... bacaannya invalid token terus? itu bagaimana ya, tolong solusinya??",,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOFpLip3rJEbKhaFMb9vSAqc28CxYdu0VzK-c12DuiNQiT59qtma3O3Bq9tXiExjxPKFcHXJV8n4fQUs&corpus=PUBLIC_REVIEWS
59,59,59,com.kai.kaiticketing,93.0,4.6.0,id,platina,9,1630664499740,2021-09-03T10:21:39Z,1630664499740,5,,,,,,
60,60,60,com.kai.kaiticketing,92.0,4.5.1,id,m20lte,9,1630668443085,2021-09-03T11:27:23Z,1630668443085,1,,Buat login yang sudah terdaftar lewat gmail gak bisa masuk?,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOGzn0GtEnGmxEyAq7SSARUJrtv3nebhiX2nSGfOJDFdmmGKiAa8j-1Kn_2O3D12oxvSsL-5JslnlTLO&corpus=PUBLIC_REVIEWS
61,61,61,com.kai.kaiticketing,88.0,4.4.7,id,on7xelte,9,1630668559174,2021-09-03T11:29:19Z,1630668559174,5,,,,,,
62,62,62,com.kai.kaiticketing,93.0,4.6.0,id,L54,9,1630669756060,2021-09-03T11:49:16Z,1630669756060,5,,mksih ya apknya dari pt. kai access moga2 lancar peru sahaannya boss..,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOHyAypXz62Ta3QvaLsOHahlZBXYQg1xvXtrDo49duNxZrq3xDCBhK0TsdXj6760NgvLLGc_avBuCTaf&corpus=PUBLIC_REVIEWS
63,63,63,com.kai.kaiticketing,92.0,4.5.1,id,a71,9,1630673574236,2021-09-03T12:52:54Z,1630673574236,5,,Ok,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOEtYyNVSnUKqQVpN7B-V19VKIjRgTIWcVN3Bo8diu4nIiZ4Yrs-Q5Di17qE8_U3AF9mofLlOqKySB9g&corpus=PUBLIC_REVIEWS
64,64,64,com.kai.kaiticketing,93.0,4.6.0,id,tissot_sprout,9,1630673817866,2021-09-03T12:56:57Z,1630673817866,5,,👍👍👍👍,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOF-hj3OrdYKPmTHS8EXxJhQrlEGLuyE6LgnDWgt_9YMSYhY4M4ZtfBhPYUo40cJjdO04OH1Xh7R4d6c&corpus=PUBLIC_REVIEWS
65,65,65,com.kai.kaiticketing,90.0,4.4.9,id,on7xelte,9,1630674673314,2021-09-03T13:11:13Z,1630674673314,5,,Keren sangat terbantu untuk pemesanan tiket kereta api indonesia 😊😊😊,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOErAvWdZFWAhnh5C9EXMfpx3TojDlRCauM-mpMRl1v9rXlqpVxZowhEc65-bK-iYd2va2yXV77FRXd5&corpus=PUBLIC_REVIEWS
66,66,66,com.kai.kaiticketing,93.0,4.6.0,id,cactus,9,1630675517043,2021-09-03T13:25:17Z,1630675517043,5,,,,,,
67,67,67,com.kai.kaiticketing,93.0,4.6.0,id,joyeuse,9,1630677061426,2021-09-03T13:51:01Z,1630677061426,1,,Aplikasi error,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOH8Px3B2RKbIa8QoL3zLfgepjpjep5svg9c1W2CgC7yMpzPo0uqAv55XbHySH8-dEr31bL1RqRioLNc&corpus=PUBLIC_REVIEWS
68,68,68,com.kai.kaiticketing,,,id,OP4883,9,1630681325608,2021-09-03T15:02:05Z,1630681325608,5,,Top,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOH7YqUT0KMf7-IjCtL-NbKcDdnniot8CrRBU18Rt6VEFeY9AaMp2spGDxr-dwly00fDiGciLrlDwGuY&corpus=PUBLIC_REVIEWS
69,69,69,com.kai.kaiticketing,93.0,4.6.0,id,angelica,9,1630683378309,2021-09-03T15:37:01Z,1630683421146,2,,Kenapa waktu mau milih kursi kok malah macet app nya.. Padahal baru di update app nya tgl 3 Sept 2021,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOFzJbkCBKwDf3bpLOuRlR4lo8Djvcr_qBmPjMveVXiEzdnSmfh02kS9vd-0ZduZaLa4t0LNJpArAhvJ&corpus=PUBLIC_REVIEWS
70,70,70,com.kai.kaiticketing,,,id,m21,9,1630683641488,2021-09-03T15:40:41Z,1630683641488,2,,Nge freeze ketika hendak pilih kursi. Diluang² pun tetep stuck. Tolong segera perbaiki bugs,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOEJdTGGgCvZrCe46ow-vFFmZDqgom_AnQBjMTb6ggcxxlG33ddy9dL1XM6KtCnaixzAly5vKTKZro5G&corpus=PUBLIC_REVIEWS
71,71,71,com.kai.kaiticketing,92.0,4.5.1,id,a51,9,1630697059357,2021-09-03T19:24:19Z,1630697059357,5,,,,,,
72,72,72,com.kai.kaiticketing,92.0,4.5.1,id,j7xelte,9,1630700414665,2021-09-03T20:20:14Z,1630700414665,5,,,,,,
73,73,73,com.kai.kaiticketing,93.0,4.6.0,en,a50,9,1630707820031,2021-09-03T22:23:40Z,1630707820031,2,,Pls fix the slow loading. Setelah update load ticket nya jadi lama sekali. Jd tdk bisa dpakai e ticket ny. Percuma.,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOHtxoCmIik61MjsqErwPHbHXUEt28Q-yybtpeTdbougqkKVHCAdijGY-4zvtQdZXWJCSOq8JvUO8LQB&corpus=PUBLIC_REVIEWS
74,74,74,com.kai.kaiticketing,93.0,4.6.0,id,j7y17lte,9,1630709702553,2021-09-03T22:55:02Z,1630709702553,1,,"Di update malah busuk nih apk,mau liat jadwal keberangkatan KA,malah numpuk2 gak jelas gitu 🤦‍♂️🤦‍♂️ Tlg dibenahi lg apk ini bos",,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOFqniOKwQyLFeCXbYbZYkidXLhjhjsTQxeAGk7dsI2xaVgXTFKKyXStQXAJBj0b0URPkYdHvS0n-pKe&corpus=PUBLIC_REVIEWS
75,75,75,com.kai.kaiticketing,,,id,a70q,9,1630712308687,2021-09-03T23:38:28Z,1630712308687,1,,Mau donlod aplikasinya susah banget..muter² aja,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOHIFoFiA9kx2H6O6M51ldGuIkkPD04uFlbIbb67ox2twJbuYeT3h-wsxLs9FXWNNCeYyBT3AnfYCEA9&corpus=PUBLIC_REVIEWS
76,76,76,com.kai.kaiticketing,93.0,4.6.0,id,CPH1819,9,1630713149837,2021-09-03T23:52:29Z,1630713149837,5,,,,,,
77,77,77,com.kai.kaiticketing,93.0,4.6.0,en,r1q,9,1630717203892,2021-09-04T01:00:03Z,1630717203892,5,,,,,,
78,78,78,com.kai.kaiticketing,,,id,RMX1921,9,1630720190642,2021-09-04T01:49:50Z,1630720190642,5,,,,,,
79,79,79,com.kai.kaiticketing,77.0,4.3.7,id,a70q,9,1630720872392,2021-09-04T02:01:12Z,1630720872392,5,,,,,,
80,80,80,com.kai.kaiticketing,92.0,4.5.1,id,noblelte,9,1630723121745,2021-09-04T02:38:41Z,1630723121745,5,,,,,,
81,81,81,com.kai.kaiticketing,88.0,4.4.7,id,a21s,9,1630723395808,2021-09-04T02:43:15Z,1630723395808,5,,,,,,
82,82,82,com.kai.kaiticketing,81.0,4.4.1,id,r1q,9,1630723500014,2021-09-04T02:45:00Z,1630723500014,5,,,,,,
83,83,83,com.kai.kaiticketing,88.0,4.4.7,id,a6lte,9,1630724103111,2021-09-04T02:55:03Z,1630724103111,5,,Mantul,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOHxUO6DCCgJX3qm8GQlstsp_Up-Fb2hR7TuMw7sJWGBNxJf_0kxPrF0ynd4lRBRhX5xRe-usebfxKpu&corpus=PUBLIC_REVIEWS
84,84,84,com.kai.kaiticketing,93.0,4.6.0,id,a71,9,1630724231129,2021-09-04T02:57:11Z,1630724231129,5,,Tingkatkan Lagi Kualitas nya !!!,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOHVgUiAFu3HHRzl0Us-P6ElED2S9sHwWyulEl1kDxlgPJj0ROZ46sfIdQ2hZJpnR-oIqRo2Ep3UhlIJ&corpus=PUBLIC_REVIEWS
85,85,85,com.kai.kaiticketing,88.0,4.4.7,id,OP4C72L1,9,1630725433659,2021-09-04T03:17:13Z,1630725433659,5,,,,,,
